DATAFLOW,LAST UPDATE,freq,nace_r2,sizeclas,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2016,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2017,2.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2018,2.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2019,2.5,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2020,2.0,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2021,2.3,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2022,2.7,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Hungary,2023,2.4,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Iceland,2019,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Iceland,2020,1.3,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Iceland,2021,3.1,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Iceland,2022,3.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Iceland,2023,2.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2008,1.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2009,0.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2010,0.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2011,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2012,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2013,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2015,1.1,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2016,1.3,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2017,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2018,1.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2019,1.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2020,1.3,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2021,1.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2022,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Lithuania,2023,2.0,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2008,0.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2009,0.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2010,0.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2011,0.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2012,0.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2013,0.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2015,1.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2016,1.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2017,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2018,1.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2019,1.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2020,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2021,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2022,2.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Luxembourg,2023,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2008,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2009,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2010,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2011,1.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2012,1.3,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2013,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2014,1.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2015,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2016,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2017,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2018,2.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2019,3.1,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2020,2.1,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2021,2.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2022,2.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Latvia,2023,2.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2013,1.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2014,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2015,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2016,1.3,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2017,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2018,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2019,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2020,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2021,1.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2022,1.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,North Macedonia,2023,1.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2008,2.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2009,1.7,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2010,1.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2011,1.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2012,1.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2013,1.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2014,1.4,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2015,1.7,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2016,2.0,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2017,2.5,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2018,2.9,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2019,3.2,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2020,2.5,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2021,3.8,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2022,4.8,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Netherlands,2023,4.5,p
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2009,,c
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2010,2.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2011,2.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2012,2.6,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2013,2.5,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2014,2.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2015,2.0,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Norway,2016,1.9,
