DATAFLOW,LAST UPDATE,freq,nace_r2,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Denmark,2021,43.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Denmark,2022,45,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2000,2.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2001,3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2002,3.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2003,3.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2004,4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2005,4.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2006,5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2007,6.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2008,7.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2009,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2010,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2011,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2012,7.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2013,8.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2014,9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2015,9.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2016,9.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2017,10.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2018,12.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2019,13.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2020,14.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2021,14.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Estonia,2022,15.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2000,8.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2001,8.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2002,9.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2003,10.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2004,10.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2005,11.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2006,11.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2007,12.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2008,12.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2009,13.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2010,13.3,b
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2011,12.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2012,12.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2013,11.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2014,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2015,10.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2016,10.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2017,10.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2018,10,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2019,10.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2020,11.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Greece,2021,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2000,13.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2001,13.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2002,14.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2003,14.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2004,15,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2005,15.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2006,16.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2007,17,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2008,18.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2009,18.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2010,19.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2011,19.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2012,19.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2013,19.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2014,19.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2015,19.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2016,19.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2017,19.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2018,19.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2019,20.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2020,22.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2021,22.4,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Spain,2022,23.1,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2000,19.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2001,20.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2002,20.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2003,21.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2004,21.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2005,22.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2006,23.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2007,24.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2008,25.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2009,26.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2010,26.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2011,27.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2012,28.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2013,29,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2014,29.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2015,29.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2016,30,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2017,29.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2018,30.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2019,30.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2020,31.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Finland,2021,32.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2000,22.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2001,23.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2002,24.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2003,25.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2004,25.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2005,26.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2006,27.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2007,27.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2008,28.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2009,29.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2010,29.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2011,30.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2012,31,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2013,31.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2014,32.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2015,32.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2016,33,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2017,33.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2018,34.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2019,34.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2020,35.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,France,2021,35.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2000,5.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2001,5.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2002,6.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2003,6.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2004,6.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2005,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2006,7.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2007,8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2008,8.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2009,8.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2010,8.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2011,8.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2012,8.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2013,8.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2014,8.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2015,8.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2016,8.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2017,8.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2018,9.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2019,9.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2020,9.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Croatia,2021,9.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2000,3.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2001,4.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2002,4.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2003,5.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2004,5.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2005,6.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2006,6.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2007,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2008,7.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2009,6.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2010,7.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2011,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2012,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2013,7.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2014,6.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2015,7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2016,7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2017,7.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2018,7.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2019,8.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2020,8.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Hungary,2021,8.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Ireland,2000,16.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Ireland,2001,17.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Ireland,2002,18.7,
