DATAFLOW,LAST UPDATE,freq,nace_r2,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2020,38.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2021,38.1,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2000,3.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2001,4.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2002,4.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2003,3.7,b
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2004,3.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2005,4.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2006,4.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2007,4.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2008,5.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2009,4.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2010,5.7,b
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2011,5.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2012,6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2013,6.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2014,6.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2015,6.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2016,6.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2017,7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2018,7.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2019,8.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2020,8.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2021,8.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1995,6.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1996,6.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1997,7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1998,7.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1999,7.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2000,8.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2001,8.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2002,8.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2003,9.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2004,9.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2005,9.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2006,10,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2007,10.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2008,10.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2009,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2010,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2011,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2012,10.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2013,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2014,10.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2015,10.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2016,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2017,11.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2018,11.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2019,12.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2020,13.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2021,13.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2000,1.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2001,1.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2002,1.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2003,1.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2004,1.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2005,2.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2006,3.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2007,3.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2008,4.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2009,3.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2010,3.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2011,3.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2012,3.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2013,4.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2014,4.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2015,4.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2016,5.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2017,5.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2018,6.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2019,6.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2020,7.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Romania,2021,7.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2000,2,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2001,1.2,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2002,1.8,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2003,2.1,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2004,2.3,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2005,2.5,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2006,3.1,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2007,3.9,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2008,4.5,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2009,4.3,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2010,4.2,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2011,4.7,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2012,4.6,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2013,4.8,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2014,4.7,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2015,4.6,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2016,4.4,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2017,4.8,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2018,5.2,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2019,5.5,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2020,6,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Serbia,2021,6.7,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2000,19.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2001,18.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2002,20,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2003,21,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2004,21.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2005,22,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2006,22.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2007,23.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2008,23.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2009,22,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2010,24.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2011,26.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2012,29,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2013,29.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2014,29.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2015,29,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2016,28.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2017,29.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2018,28.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2019,29,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2020,30.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Sweden,2021,32.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2000,9.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2001,9.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2002,10.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2003,10.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2004,10.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2005,11.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2006,12.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2007,13.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2008,14.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2009,14.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2010,14.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2011,15.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2012,15.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2013,15,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2014,15.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2015,15.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2016,16.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2017,16.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2018,17.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2019,18.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2020,20,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2021,20.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovenia,2022,21.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2000,2.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2001,3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2002,3.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2003,3.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2004,4.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2005,4.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2006,5.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2007,6.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2008,7.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2009,7.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2010,8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2011,8.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2012,8.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2013,8.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2014,9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2015,9.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2016,9.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2017,10.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2018,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2019,11.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2020,13.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Slovakia,2021,13.9,
